Melt temperature,Mold temperature,time_to_fill,ZDx - Plasticizing time,ZUx - Cycle time,SKx - Closing force,SKs - Clamping force peak value,Ms - Torque peak value current cycle,Mm - Torque mean value current cycle,APSs - Specific back pressure peak value,APVs - Specific injection pressure peak value,CPn - Screw position at the end of hold pressure,SVo - Shot volume,quality
106.199,81.381,6.968,3.21,74.81,912.1,929.1,118.7,105.4,147.4,912.4,8.84,18.73,2
106.323,81.027,6.864,4.08,74.82,920.4672026709464,926.3,120.5,88.9,145.9,923.9,8.85,18.71,1
105.968,81.034,6.864,3.14,74.83,921.4,938.9,120.2,110.5,148.4,917.2,8.87,18.7,2
105.842,81.033,6.188,3.33,75.72,892.8,915.6,122.3,107.6,146.6,883.2,8.77,18.8,3
106.282,81.4,6.864,3.19,74.82,913.1,929.7,113.9,105.5,145.7,911.7,8.83,18.74,2
105.841,81.171,6.292,3.32,75.73,893.3,917.1,114.2,106.2,146.5,889.7,8.81,18.76,3
105.843,81.133,6.239999999999999,3.45,75.74,891.7,911.6,109.4,102.2,146.8,870.6,8.72,18.85,3
106.054,82.028,11.128,2.92,75.66,902.2,918.6,117.2,106.5,145.9,894.2,8.89,18.68,4
105.781,80.99,6.292,3.46,75.74,891.8,918.6,118.4,104.9,146.3,868.1,8.74,18.83,3
105.936,81.059,6.968,3.17,74.81,905.7,920.3,120.2,106.3,146,918,8.84,18.73,2
105.951,81.332,6.292,3.34,75.74,889.3,914,119.6,103.8,145.5,895.4,8.76,18.81,3
106.27265415576662,80.617,6.864,3.1821940496115246,74.82,879.4152868493275,895.3,127.3,104.9,146.7,882.3,8.82,18.75,1
105.781,80.859,6.292,3.81,75.74,894.6,914.7,112.7,95.6,146.7,836.1,8.57,18.99,3
106.27437709003512,80.617,6.864,3.16,74.82,879.2377801132947,902.4543685173918,120.5,104.3,146.7,922.3,8.83,18.71,1
106.107,81.384,6.864,3.2,74.81,911.8,927.8,116.6,104.7,145.6,906.7,8.82,18.75,2
106.325,81.285,6.968,3.31,74.81,921.5,938.3,111.5,101.6,146.4,897.6,8.79,18.78,2
105.727,81.039,6.292,3.52,75.78,892.6,915.3,113.6,103.2,146.2,852.6,8.64,18.92,3
106.01,82.122,11.128,2.96,75.64,901.4,918.2,116.6,103.4,145.8,874.1,8.77,18.79,4
105.975,81.291,6.292,3.31,75.71,891.7,911.8,113.6,104.6,146.3,893.5,8.75,18.81,3
105.913,81.006,6.968,3.16,74.81,907.2,920.1,115.4,106.6,145.6,928.1,8.88,18.68,1
105.464,80.828,6.292,5.02,75.77,893.3,912,96.9,81.5,146.4,810.7,8.5,19.07,3
105.878,81.069,6.239999999999999,3.4,75.76,891.8,915.6,113.6,103.6,146.5,878.8,8.75,18.82,3
106.097,82.04,11.232,2.98,75.63,900,917.5,113.6,102.1,146.7,881.8,8.79,18.77,4
106.284,81.341,6.968,3.19,74.82,909.6,924.1,122.9,105.4,145.3,918.6,8.82,18.75,2
105.569,80.629,6.968,3.6,74.82,922.7,940.2,111.8,96.6,147.1,894.8,8.77,18.8,1
105.879,80.946,6.864,3.13,74.82,920.1,935.6,122.9,109.9,145.7,921.7,8.86,18.71,2
106.47385378388572,81.058,6.864,3.1901888519586685,74.81,879.0866464298329,896.8,113.9,104.3,146,922.3,8.85,18.75,1
106.2728827,80.411,6.968,3.16,74.81,884.7113784657136,919.9,118.4,106.50363526286324,147.6,922.3,8.8,18.8,1
106.289,81.249,6.968,3.29,74.83,917.5,933.9,111.8,101.7,146.5,900.8,8.78,18.79,2
105.449,81.362,6.864,3.16,74.83,901.6,918.2,120.5,106.3557860135054,147,882.3,8.8,18.73,1
105.928,80.928,6.864,3.22,74.8,919.9,936.9,116.6,108,145.7,930.6,8.9,18.67,2
106.458,81.471,7.228,3.2,74.82,879.8,896.8,127.3,106.2,145.9,923.9,8.82,18.75,1
106.239,81.364,6.968,3.26,74.81,910.1,925.2,116.9,103.6,145.9,917.8,8.79,18.78,2
106.323,80.617,6.864,3.82,74.81,919.5773069587732,918.2,113.9,93.1,148.1,933.1,8.59,18.72,1
103.769,81.097,7.955999999999999,3.14,74.83,921.7,939.1,117.8,110.3,146.1,918.7,8.88,18.69,2
106.278,81.327,6.864,3.27,74.82,911,928,113.6,102.2,147.1,900,8.79,18.78,2
105.449,81.437,6.864,3.182712520858673,74.82,903.1,919.9,120.5,104.9,148.1,933.1,8.81,18.98,1
106.093,82.043,11.128,3,75.67,901.8,919.1,112.4,101.9,146,894.3,8.9,18.67,4
105.79,81.088,6.292,3.42,75.72,895,919,112.4,104.1,147.7,867.8,8.71,18.86,3
105.894,81.274,6.292,3.33,75.73,896.3,913.8,116.9,107.4,144.8,888.1,8.77,18.8,3
106.173,81.199,6.968,3.21,74.82,910.3,925.6,117.5,103.9,147.4,921.7,8.84,18.73,2
105.897,81.3,6.292,3.26,75.76,890.7,914.9,116,106.2,144.9,903.5,8.82,18.75,3
105.858,81.277,6.239999999999999,3.31,75.73,890.5,914.2,116.3,107.4,145.3,894.4,8.71,18.85,3
125.402,82.048,11.128,2.87,75.67,904,917.1,113.6,105.1,147.6,888.4,8.9,18.67,4
106.184,81.435,6.864,3.34,74.8,907.9,925.4,115.4,101.6,146.6,891.5,8.77,18.8,2
106.041,81.561,6.084,2.9,75.61,906.8,922.3,119.6,106.7,145.9,896.9,8.94,18.63,4
106.112,82.091,11.128,2.98,75.65,901.6,916.6,110.3,102.1,146.3,871.6,8.78,18.79,4
106.319,81.293,6.864,3.26,74.82,917.5,935.6,119,104.4,146.6,908.7,8.8,18.77,2
105.635,81.045,6.188,3.86,75.74,898.3,919.1,112.4,96.7,147.2,843.2,8.6,18.96,3
122.747,82.001,11.128,2.93,75.64,902.5,918.4,116.3,103.4,146.3,881.5,8.84,18.73,4
106.282,81.329,6.968,3.25,74.82,909.9,928,122.3,105.2,146.4,906.4,8.8,18.77,2
106.042,81.977,11.128,2.98,75.63,901.1,917.5,114.5,104.4,146.1,875.6,8.79,18.78,4
105.588,80.931,6.292,4.35,75.76,896.5,916.2,101.3,88,146,817.1,8.54,19.02,3
106.132,82.077,11.128,3,75.62,900.1,917.7,112.7,102.8,145.9,864,8.76,18.81,4
105.505,81.362,6.864,3.16,74.83,885.3835821,904,107.3,107.3,146,933.1,8.84,18.75,1
106.257,81.384,6.968,3.18,74.82,909.9,926.7,122,105.2,146.6,911.2,8.82,18.75,2
106.213,81.416,6.084,2.89,75.63,903.5,919.3,119.9,105.3,145.8,891.3,8.86,18.7,4
105.995,81.23,6.188,3.29,75.71,889.8,910.3,124.1,108.4,146.4,901,8.77,18.8,3
106.222,81.36,6.968,3.27,74.82,913.6,929.1,113,103.1,145.6,907.8,8.84,18.73,2
106.105,81.983,11.128,2.96,75.61,901.8,917.9,113.6,103.2,146.3,879.9,8.82,18.75,4
105.916,81.2,6.239999999999999,3.33,75.71,895.7,913.2,119,106.7,146.6,883,8.72,18.84,3
135.602,82.054,11.128,2.96,75.64,899.8,917.1,114.8,105,146.4,887.4,8.74,18.83,4
105.505,80.617,7.124,3.183493348579553,74.82,880.0033837678869,902.3201639433018,118.4,93.1,147.6,937.7,8.68,18.77,1
105.973,81.151,6.968,3.16,74.81,906.4,923.9,109.1,103.2,147.2,928.1,8.92,18.65,2
106.193,81.325,6.968,3.28,74.81,909.7,927.1,113.3,102.3,145.7,915.5,8.83,18.74,2
105.987,81.06,6.864,3.13,74.8,923,938.3,116.9,109.8,145.5,910.5,8.89,18.67,2
105.705,81.01,6.292,3.91,75.76,894.6,917.5,112.1,95.6,146.3,832.4,8.62,18.95,3
105.449,81.058,7.124,3.2,74.82,908.6,938.2,116.9,107.8,148.1,937.7,8.84,18.76,1
140.641,81.183,7.851999999999999,3.12,74.82,918.2,937,118.7,109.9,145.7,930.8,8.95,18.62,2
106.097,81.457,6.084,2.87,75.62,904.6,919.3,116.3,106,145.9,908.7,8.99,18.57,4
106.119,82.016,11.076,2.85,75.67,901.2,918,118.4,109.2,145.7,900.2,8.88,18.69,4
105.907,81.145,6.188,3.29,75.74,892.9,914.7,116.6,109.1,148,902.4,8.81,18.76,3
106.055,81.461,6.084,2.85,75.63,905.7,922.7,115.7,107.4,147.4,900.8,8.96,18.61,4
105.985,81.249,6.292,3.36,75.71,891.7,915.1,119.3,105.1,145.5,873.7,8.69,18.87,3
105.606,81.007,6.292,4.2,75.76,894.8,915.8,101.3,89.3,145.6,815.8,8.47,19.09,3
105.906,81.169,6.968,3.14,74.82,910.3,924.3,116.3,106.6,145.1,935.8,8.94,18.63,2
106.323,81.343,7.124,3.16,74.83,885.2,904,118.4,107.3,146.7,930.5,8.76,18.8,1
106.47154388965863,81.402,6.968,3.185673701843666,74.82,919.8881899258424,895.3,120.5,93.1,146,882.3,8.83,18.73,1
106.146,81.398,6.968,3.27,74.83,913.2,927.8,112.1,103.3,146.7,901.8,8.77,18.8,2
106.435,81.355,6.968,3.32,74.82,916.9,936.7,113.9,103.5,145.6,904.9,8.81,18.76,2
105.6,80.626,6.864,3.62,74.82,922.1,938.9,115.1,96.2,145.9,874.2,8.67,18.89,1
105.975,80.897,6.864,3.13,74.81,920.4,937.8,120.2,109,146.1,918.8,8.87,18.7,2
106.064,81.49,6.084,2.88,75.65,907.2,920.1,118.7,105.5,146.6,896.4,8.9,18.67,4
152.734,82.001,11.128,2.98,75.64,901.1,917.7,117.2,104.5,145.6,884.3,8.83,18.74,4
106.097,82.061,11.128,2.93,75.66,903.5,920.3,115.7,104.3,146.8,889.9,8.86,18.71,4
105.918,80.66,6.968,3.47,74.82,918.8,935,114.5,102.6,146.4,882.8,8.74,18.83,2
106.27,81.43,6.968,3.25,74.81,911.8,926.7,120.8,106,146.4,910.7,8.79,18.78,2
119.493,82.073,11.128,2.95,75.63,900.3,917.3,116.3,104.8,145.3,892.2,8.9,18.66,4
105.944,81.058,6.864,4.08,74.82,885.9688788951647,904,127.3,106.33677430781977,147,920.2,8.59,18.73,1
106.27,81.361,6.968,3.24,74.81,915.5,933,113.3,103.1,145.6,911.1,8.79,18.78,2
106.107,81.356,6.084,2.81,75.66,904.4,920.4,119,109.6,146.2,927.9,9.01,18.55,3
106.129,82.065,11.128,2.96,75.63,901.4,918.8,116.9,103.5,146,889.1,8.81,18.75,4
106.08,81.469,6.084,2.87,75.67,904.4,919.5,123.2,106.7,145.5,911.3,8.96,18.6,4
106.188,81.34,6.864,3.25,74.81,909.4,925.8,117.5,101.8,145.4,910.1,8.84,18.73,1
105.631,80.983,6.292,4.23,75.75,900.9,920.8,105.5,90.2,145.9,835.2,8.58,18.99,3
106.253,81.357,6.968,3.19,74.82,883,899.4,117.5,105.7,145.9,915,8.79,18.78,2
106.06,82.069,11.128,2.98,75.65,901.1,917.7,110.9,101.5,146.5,880.5,8.81,18.75,4
105.778,81.132,6.188,3.55,75.74,894.4,917.3,116,100.8,147.4,853.9,8.69,18.88,3
106.073,82.085,11.128,3.05,75.62,899.6,916.4,116.6,100.2,145.9,869.3,8.76,18.81,4
106.146,81.456,6.188,2.88,75.64,905.7,922.8,115.4,105.9,146.2,895.5,8.94,18.63,4
105.95,81.196,6.188,3.32,75.75,890.9,912.1,118.7,107.2,146.1,893.1,8.77,18.79,3
106.19,81.341,6.968,3.24,74.81,907.7,926.2,122.9,103,145.7,914.7,8.82,18.74,2
106.09,82.074,11.128,3.01,75.64,900.5,916.4,112.7,102.2,145.4,876.2,8.8,18.76,4
106.253,81.379,6.968,3.22,74.85,913.8,928.9,119,105,146.8,908,8.83,18.74,2
106.141,81.291,6.968,3.19,74.82,910.5,929.9,114.5,105,146.6,917.7,8.85,18.72,2
105.943,81.201,6.292,3.31,75.79,895.5,915.5,117.8,105.9,145.4,880.4,8.75,18.82,3
106.46220627530222,81.058,6.968,3.22,74.83,901.6,919.9,104.6,104.3,147,923.9,8.76,18.76,1
105.505,81.027,6.864,3.22,74.82,885.1124139116309,902.1128740478296,113.9,93.1,146.1,882.3,8.68,18.73,1
106.137,82.027,11.128,2.95,75.62,900.3,918.4,114.8,104.4,146.5,883.5,8.81,18.76,4
105.505,81.162,6.864,3.16,74.82,879.7118598181527,918.2,116.9,106.2,145.6,937.7,8.83,18.98,1
105.976,81.388,6.292,3.44,75.72,889.3,909.9,114.2,101.9,147.2,865.5,8.71,18.86,3
106.053,82.073,11.128,2.89,75.61,904.2,920.1,122,106,145.4,910.2,8.93,18.64,4
106.075,81.464,6.084,2.86,75.64,903.5,919.9,119.6,105.6,145.2,897.3,8.91,18.66,4
106.275,81.437,6.968,3.16,74.83,885.6,902.2,120.5,106.4,148.1,933.1,8.85,18.71,1
106.425,81.41,6.968,3.23,74.82,878.7,898.1,114.2,104.3,147.9,924.5,8.81,18.76,1
106.132,81.416,6.084,2.84,75.62,903.3,919.5,117.8,107.3,145.2,927.1,9,18.56,4
106.48409274382884,81.027,7.228,3.22,74.81,885.3352965947286,926.3,120.5,93.1,146.1,926.5,8.85,18.73,1
106.37,81.405,6.968,3.19,74.82,880,897.4,119.9,105.6,146.9,918,8.8,18.77,2
105.901,81.315,6.292,3.34,75.76,897.4,914.7,120.2,105.4,146.4,886.3,8.76,18.81,3
105.505,81.437,6.864,3.16,74.83,885.3145682230514,935.9,120.5,104.3,147,933.1,8.81,18.72,1
105.645,80.753,6.864,3.46,74.81,925.6,943.1,118.7,97.9,146.6,895.8,8.76,18.81,1
105.449,80.411,6.864,3.16,74.81,879.5796412726517,935.9,120.5,106.4264282953164,147,874.6,8.83,18.71,1
105.902,81.027,6.864,3.82,74.83,920.0545310534528,938.2,120.5,106.2,146.1,917.5,8.85,18.76,1
106.176,81.357,6.968,3.21,74.81,910.7,926.5,118.7,106.4,145.4,904.2,8.82,18.74,2
106.125,82.023,10.764,2.9,75.62,903.8,920.3,117.2,106.6,145.6,918.3,9,18.57,4
106.076,81.437,6.084,2.86,75.63,906,922.5,120.5,108.8,146.1,905.8,9,18.57,4
106.27144791643266,80.617,6.864,4.08,74.81,881.1231019217529,902.6341284,116.9,107.3,148.1,923.9,8.82,18.73,1
106.078,82.12,11.128,2.92,75.63,901.8,918.2,112.1,103.4,146.2,913.2,8.94,18.62,4
106.125,81.55,6.136,2.89,75.63,905.9,922.7,120.5,106.1,145.8,915.9,9.04,18.53,4
106.053,81.32,6.968,3.21,74.8,908.8,927.6,123.2,105.3,146.2,916.6,8.84,18.73,2
106.463,81.413,6.968,3.19,74.82,880.2,897.7,118.1,106.1,145.5,920.6,8.78,18.78,1
106.208,81.241,6.968,3.2,74.82,906.8,925.1,114.2,104.7,146.1,916,8.79,18.77,2
106.244,81.321,6.968,3.3,74.8,909.9,925.8,113,102.7,146,906.6,8.78,18.78,2
106.074,82.074,11.128,2.99,75.61,901.6,918.2,119.9,103.7,145.3,876.2,8.79,18.78,3
104.758,78.996,6.188,3.38,74.86,886.1,909.6,116.6,105,145.1,841.3,8.54,19.03,2
106.262,81.432,6.968,3.22,74.81,886.3,904,121.1,106.4,146.7,913.1,8.81,18.75,2
105.922,81.041,6.968,3.19,74.83,904.2,921.2,114.5,105.8,146.9,919.7,8.85,18.71,2
106.016,81.58,6.084,2.86,75.64,902.7,922.5,116.3,108.5,146.3,906.9,8.92,18.65,4
106.341,81.328,6.968,3.29,74.82,918,935.8,115.7,102.3,145.3,895.1,8.78,18.79,2
105.871,81.204,6.188,3.3,75.71,890.9,915.8,116.3,104.2,144.9,891.3,8.77,18.8,3
105.902,81.471,6.968,4.08,74.81,921.0109031997245,895.3,116.9,104.9,147,937.7,8.84,18.73,1
105.832,80.995,6.968,3.25,74.82,899.4,916.4,119.3,104.6,146.4,910.6,8.83,18.74,2
106.142,81.524,6.24,2.9,75.63,902.5,918.4,119.6,104.4,145.1,896.3,8.9,18.66,4
106.294,81.297,7.02,3.25,74.81,916,934.1,119,104.5,145.6,907.7,8.74,18.83,2
106.27414651058466,80.617,6.968,3.16,74.81,908.6,919.9,120.5,106.37023838981888,147,930.5,8.84,18.71,1
106.07,82.064,11.128,2.96,75.64,901.6,917.3,120.2,104.2,145.6,882.8,8.85,18.72,4
106.169,81.303,7.124,3.19,74.81,916.9,938,113.9,104.6,145.4,909.3,8.83,18.74,2
106.288,81.394,6.968,3.25,74.83,922.3,940.2,113,104,146.7,912.4,8.81,18.75,2
106.107,82.038,10.972,2.95,75.62,903.5,917.5,116,104,145.4,885.6,8.88,18.68,4
106.073,81.266,6.968,3.2,74.8,908.1,925.8,123.8,105.6,146.5,911.8,8.8,18.76,2
106.322,81.319,6.968,3.18,74.81,909.6,927.3,118.1,106.4,146.4,914.2,8.83,18.74,2
106.27493989311566,81.343,6.968,3.1937304313896457,74.82,920.3853755665627,919.9,104.6,106.7,147.6,937.7,8.84,18.76,1
105.693,81.063,6.292,3.73,75.7,892.6,915.6,109.7,97.1,146,833.7,8.56,19.01,3
106.067,82.049,11.128,2.96,75.64,900.3,916,116.9,104.1,145.9,882.3,8.82,18.75,4
106.376,81.285,6.968,3.2,74.81,911.6,926.5,121.7,106.3,145.3,911.5,8.86,18.71,2
105.902,80.411,6.968,3.1817463713766143,74.83,920.0108350130856,918.2,116.9,104.9,147,920.2,8.85,18.77,1
106.111,82.099,11.128,2.96,75.62,900.7,917.5,114.5,104.3,145.8,880.6,8.82,18.75,4
106.427,81.306,7.124,3.22,74.81,881.1,896.8,112.1,103.8,146.5,904.7,8.81,18.76,2
105.988,81.283,6.292,3.4,75.69,895,914,112.1,101.5,145.8,864.8,8.7,18.87,3
106.45823215714748,81.343,6.864,3.2,74.83,885.2367503969991,938.2,127.3,88.9,146,930.5,8.8,18.98,1
106.121,82.042,11.128,2.95,75.64,903.5,919.7,113.6,102.4,145.5,876.1,8.76,18.81,4
106.45421760813738,81.402,6.864,3.16,74.83,901.6,896.8,107.3,88.9,146.7,920.2,8.84,18.77,1
106.049,81.347,6.084,2.9,75.67,902.4,919.3,116,105.3,145.4,903,8.9,18.66,4
106.18,81.446,6.968,3.27,74.83,909.2,926.3,112.4,102.9,145.5,917.5,8.8,18.76,2
106.058,82.036,11.128,2.97,75.64,901.1,917.1,115.1,102.9,145.1,885.7,8.82,18.75,4
105.903,81.187,6.292,3.36,75.76,888.7,908.6,114.5,105.4,146.9,879.5,8.74,18.83,3
106.118,81.964,11.128,2.95,75.67,902.4,917.1,116.3,105.6,145.9,889.7,8.85,18.72,4
105.505,80.617,7.124,4.08,74.82,908.6,938.2,120.5,107.8,147,923.9,8.85,18.77,1
105.806,80.982,6.188,3.44,75.73,892.9,918.6,120.8,103.6,146.4,873.5,8.76,18.81,3
106.323,80.617,6.864,3.189277031876153,74.82,886.9,904,107.3,88.9,148.1,882.3,8.76,18.73,1
105.65,80.701,6.864,3.46,74.83,925.6,944.1,115.1,98.3,146.8,897.6,8.76,18.81,1
106.082,82.112,10.972,2.99,75.64,903.3,916.9,115.1,104.1,145.3,882.1,8.82,18.75,4
106.048,81.223,6.188,3.3,75.72,890.9,910.5,114.8,104.1,145.2,882.5,8.7,18.87,3
106.284,81.378,6.968,3.16,74.79,884.1,902.7,124.9,105.2,148.1,920.4,8.82,18.75,1
155.032,82,11.128,2.93,75.67,901.6,916.4,111.8,105.5,146.3,888.6,8.86,18.71,4
106.275,81.355,6.968,3.23,74.83,907.3,925.6,112.4,102.5,145.8,916.4,8.8,18.77,2
106.018,80.371,10.764,2.81,75.64,903.8,920.1,117.8,107.8,146.1,926.6,9.02,18.54,3
106.102,81.386,6.968,3.2,74.8,910.7,926.2,117.2,105,145.8,917.5,8.86,18.71,2
106.173,81.521,6.084,2.87,75.62,906.8,923,115.1,106.5,145.1,893.8,8.9,18.66,4
105.991,81.103,6.864,3.13,74.83,921.7,936.7,127.9,114.9,146.5,926.1,8.88,18.68,2
105.902,80.411,6.968,3.185628679635667,74.82,885.3945703918337,896.8,120.5,104.3,147,937.7,8.8,18.73,1
105.863,80.925,6.864,3.22,74.8,899.2,918.2,117.8,105.4,145.7,918.3,8.85,18.71,1
106.281,81.43,6.864,3.23,74.8,912.7,928.4,117.2,103.2,146.5,925.2,8.82,18.75,1
106.084,81.445,6.084,2.86,75.64,905.7,921.5,115.7,106.4,146.1,911.8,9.04,18.53,4
105.425,80.851,6.292,4.57,75.77,893.5,913.2,105.5,86.2,146,808.4,8.52,19.05,3
106.248,81.415,7.124,3.23,74.81,913.2,927.6,114.2,103.3,144.9,906.8,8.79,18.78,2
106.146,82.107,11.128,2.89,75.64,902.9,919.3,121.7,105.3,145,893.5,8.92,18.65,4
105.804,81.133,6.292,3.32,75.75,890.5,913.4,122.6,106.9,146.1,893.6,8.78,18.78,3
106.298,81.448,6.968,3.16,74.82,883.3,900.1,118.4,104.2,146.2,937.2,8.83,18.73,1
105.984,81.322,6.292,3.34,75.75,893.5,913.1,119.3,107,145.6,893.4,8.77,18.8,3
105.949,81.252,6.188,3.26,75.73,890.7,911.8,120.2,107.6,146,899.8,8.84,18.73,3
106.101,82.057,11.128,2.92,75.64,899.4,916,116.3,105.2,145.4,891.4,8.81,18.75,4
106.439,81.432,6.968,3.21,74.82,879.1,894.8,118.7,106.4,146.5,912.6,8.8,18.77,2
105.795,81.064,6.188,3.55,75.72,892.6,914.4,119.9,102.3,145.8,849.7,8.66,18.91,3
106.07,81.291,6.188,3.31,75.72,887.6,912,119.6,108.9,146.8,894.9,8.81,18.76,3
106.097,82.092,10.972,3,75.63,900.3,916,115.1,102.7,146.2,885.4,8.81,18.75,3
106.215,81.12,7.851999999999999,3.09,74.81,919.5,935.6,125.2,110.8,146.9,920.2,8.87,18.7,2
105.905,81.25,6.188,3.32,75.74,891.5,911,117.5,105.9,147,885.5,8.71,18.85,3
106.142,81.38,6.188,2.87,75.64,904,920.4,119.3,107.5,144.9,917.4,9.01,18.56,4
106.189,81.146,6.968,3.17,74.82,913.1,925.4,120.2,106.5,145.5,920.9,8.85,18.71,2
105.902,81.362,6.968,3.1922678860174134,74.82,879.0989213550276,895.3,120.5,106.43702565937942,147.6,937.7,8.8,18.8,1
106.406,81.536,6.968,3.22,74.81,882.1,899.2,119.6,105.1,145.5,920,8.84,18.73,1
105.762,81.114,6.239999999999999,3.44,75.75,891.8,914.4,113.3,105.6,146.5,872.6,8.73,18.84,3
106.045,81.988,11.128,2.98,75.62,900.5,917.1,112.7,102.3,146.3,877.2,8.81,18.76,4
106.195,81.342,6.968,3.25,74.81,909.6,929.7,124.9,105.1,146.3,912.9,8.82,18.74,2
106.237,81.343,7.228,3.180890558526344,74.82,878.8626503167388,896.8,120.5,104.3,147,920.2,8.85,18.76,1
106.2724057425526,81.402,6.864,4.08,74.83,903.1,901.9317185828392,113.9,88.9,147.6,923.9,8.84,18.73,1
106.341,81.339,6.968,3.27,74.8,909.4,926.5,118.7,101.7,145.7,920.2,8.76,18.81,2
106.237,81.058,7.228,3.191239253336878,74.81,901.6,919.9,120.5,106.31988882576574,145.9,937.7,8.76,18.76,1
106.324,81.373,6.968,3.22,74.82,885.9,901.2,117.2,102.6,147.1,915.4,8.81,18.75,2
105.678,81.008,6.292,3.76,75.75,895.2,914.5,106.4,95.9,147.7,827.9,8.57,19,3
106.289,81.35,6.968,3.22,74.83,913.1,929.5,113.3,102.3,146.3,908.7,8.83,18.74,2
106.253,81.349,6.864,3.17,74.81,918.2,934.8,118.7,105.5,146.5,910.8,8.86,18.71,2
106.064,81.42,6.188,2.84,75.66,905.9,922.1,125.2,110.7,147.5,921.6,8.97,18.6,4
105.988,81.04,6.864,3.11,74.81,920.4,937.2,122,110.7,147.2,931.5,8.96,18.61,2
105.873,81.195,6.188,3.32,75.74,893.1,912.1,119.3,108.4,145.8,897,8.77,18.79,3
106.079,81.413,6.084,2.86,75.65,904.6,921.5,122.3,105.8,145.6,900.1,8.96,18.61,4
105.449,81.437,6.864,3.180664848464656,74.81,885.5982951103249,895.3,104.6,106.7,145.9,920.2,8.8,18.73,1
105.991,81.085,6.968,3.17,74.8,907.9,923.8,116.3,105.4,147.4,916.2,8.88,18.69,2
106.27336701327675,80.411,6.864,3.22,74.81,885.4848258034716,918.2,127.3,106.7,147,917.5,8.82,18.98,1
105.828,81.054,6.292,3.41,75.77,894.2,915.8,116,104,146.4,867.8,8.75,18.82,4
105.616,81.04,6.292,3.88,75.75,903.5,923,107,93.4,147.3,823.4,8.55,19.02,3
106.264,81.349,6.968,3.26,74.81,908.4,926,115.4,104.2,145.8,909.3,8.81,18.76,2
105.672,81.043,6.292,3.82,75.76,896.3,916.4,116.3,97.7,148.6,844.8,8.62,18.95,3
106.107,82.027,11.128,2.99,75.61,900.3,916.7,118.4,103.6,146.6,874,8.8,18.77,4
106.4748273,81.162,6.864,3.16,74.82,879.4108705141836,902.0336532778018,127.3,104.9,145.6,922.3,8.85,18.73,1
106.2768347,81.362,6.864,3.1905989196404674,74.83,920.1083233376522,919.9,120.5,104.9,146.1,874.6,8.76,18.71,1
106.269,81.286,7.124,3.18,74.8,887.8,904.6,121.4,106.1,145.5,920.3,8.78,18.78,2
106.115,81.974,10.972,2.86,75.65,901.2,916.2,119.9,107.3,145.7,901.1,8.94,18.63,4
106.478,81.362,6.968,3.22,74.82,879.1,895.3,120.5,104.3,145.6,917.5,8.8,18.77,1
105.944,80.617,7.228,3.22,74.82,901.6,935.9,104.6,106.2,146.1,937.7,8.83,18.89,1
105.963,81.244,6.292,3.31,75.73,895.5,914.4,115.7,105.1,146.7,888.9,8.73,18.84,3
106.136,82.034,11.128,2.96,75.62,899.8,916,118.1,103.2,146.1,881.4,8.78,18.78,4
105.528,80.808,6.292,4.65,75.74,894.8,917.5,101.3,86.3,147.9,831.6,8.63,18.94,3
106.122,81.923,10.868,2.9,75.62,904,921.4,117.2,105.1,145.6,898.3,8.89,18.68,4
105.121,79.593,6.292,3.29,75.73,895.3,915.6,114.8,107.1,146.8,896.4,8.77,18.8,3
106.46945670417936,81.362,6.864,3.188458876,74.82,901.6,919.9,127.3,104.3,145.8,937.7,8.85,18.72,1
105.902,81.265,6.292,3.31,75.74,890.9,911.4,109.7,104.2,145.3,887.9,8.76,18.81,3
150.692,82.001,10.972,2.95,75.61,900.5,916.6,115.1,102.8,145.1,887.4,8.84,18.73,4
106.065,82.109,11.128,2.96,75.65,899.4,916.6,113.6,102.3,146.1,871.4,8.78,18.78,4
106.4537481165243,81.343,6.864,3.1812043187475285,74.82,919.2814907,904,127.3,106.47795079942878,147,882.3,8.8,18.73,1
105.845,81.182,6.188,3.35,75.74,890.7,911.8,116,105.5,146.6,889.1,8.72,18.85,3
106.098,81.981,10.972,2.83,75.62,902.5,916.6,113.6,106.7,145.4,917.2,8.93,18.64,3
105.963,81.02,7.124,3.16,74.81,908.6,921.7,128.5,110.2,146.2,922.2,8.88,18.69,2
105.827,81.127,6.188,3.35,75.74,891.5,913.2,116,107.2,147.3,879.5,8.76,18.81,3
106.167,81.212,6.864,3.19,74.81,909.2,927.3,118.1,103.1,146.1,920.4,8.84,18.72,1
105.933,81.334,6.188,3.32,75.73,890.9,910.8,116.3,107,146.1,879.2,8.72,18.84,3
106.038,81.964,11.128,2.93,75.65,901.4,918.6,119.9,105.9,145.4,899.1,8.92,18.65,4
106.139,82.048,11.128,2.92,75.64,902.5,920.1,121.1,106.6,145.6,887.7,8.86,18.7,4
105.887,81.242,6.188,3.26,75.75,890.4,910.8,121.4,106,146.3,885.8,8.77,18.79,3
104.973,79.668,6.292,4.4,74.89,893.9,911.8,98.3,85.7,146.3,801.8,8.44,19.13,3
106.105,81.342,6.864,3.22,74.81,909.9,929.5,122.9,105.1,146,920.5,8.86,18.7,1
106.258,81.229,6.968,3.19,74.82,910.3,928,122.3,106.1,145.6,913.8,8.84,18.73,2
106.045,81.971,11.128,2.89,75.62,900.9,916.7,120.8,105.6,145.5,892.5,8.86,18.71,4
