Melt temperature,Mold temperature,time_to_fill,ZDx - Plasticizing time,ZUx - Cycle time,SKx - Closing force,SKs - Clamping force peak value,Ms - Torque peak value current cycle,Mm - Torque mean value current cycle,APSs - Specific back pressure peak value,APVs - Specific injection pressure peak value,CPn - Screw position at the end of hold pressure,SVo - Shot volume,quality
106.246,81.25,6.968,3.17,74.83,914.4,927.5,116,106.1,145.9,931.9,8.85,18.72,2
105.449,80.617,6.864,3.1879875907327384,74.82,879.7239630309325,895.3,116.9,88.9,145.8,920.2,8.85,18.8,1
106.058,81.94,11.128,2.89,75.65,903.6,918,117.8,106,148.3,885.8,8.86,18.71,4
106.196,81.337,7.124,3.21,74.8,912.9,927.3,117.2,106.5,145.4,910.6,8.81,18.76,2
106.322,81.312,6.968,3.27,74.83,919.3,937.2,119,104.1,147.7,901.4,8.81,18.76,2
106.031,81.467,6.188,2.88,75.63,903.8,919.7,116.9,105,145.2,895.6,8.93,18.64,4
106.486,81.383,6.968,3.22,74.81,879.8,896.3,117.8,104.1,145.5,909.5,8.78,18.79,2
106.006,81.035,7.124,3.19,74.82,909,922.3,114.8,105.3,145.7,930.6,8.79,18.77,1
106.012,81.151,6.968,3.16,74.81,907.7,925.2,115.4,106.4,146.3,927.1,8.87,18.7,1
106.084,82.011,11.128,2.99,75.64,900.1,916.9,111.5,101.7,145.5,872.3,8.74,18.83,4
106.138,81.997,11.128,2.95,75.67,902,916.4,117.5,104,145.8,873,8.79,18.78,4
116.878,81.989,11.128,2.98,75.64,900,916.2,112.4,102.1,145.9,887.3,8.87,18.7,4
105.865,81.188,6.188,3.41,75.73,894.6,916,117.2,109.6,147.9,863.7,8.63,18.94,3
106.16,81.975,11.128,3.02,75.64,900.9,917.7,111.8,102.5,145.1,866.8,8.8,18.77,4
106.149,81.453,6.136,2.84,75.65,905.9,920.3,126.1,109.5,146.3,907.9,8.88,18.69,4
105.913,80.873,6.864,3.16,74.83,918.6,937.4,124.7,110,145.7,910.6,8.84,18.72,2
105.902,80.411,6.968,3.16,74.82,903.1,896.8,113.9,106.2,146.7,920.2,8.68,18.76,1
106.44657922541823,80.617,6.864,4.08,74.83,879.9506063771487,935.9,113.9,106.7,145.6,882.3,8.85,18.77,1
105.854,81.273,6.292,3.33,75.76,892.8,915.6,117.5,106.8,146,893.4,8.82,18.74,3
136.591,82.006,11.076,2.92,75.64,901.4,916,121.7,104.3,144.8,885.6,8.83,18.74,4
106.318,81.354,6.864,3.19,74.8,913.4,929.5,120.5,105.5,146.9,923.7,8.84,18.73,1
105.967,81.221,6.239999999999999,3.26,75.74,890.2,911,116,108.3,146.3,901.2,8.81,18.75,3
106.228,81.29,6.968,3.19,74.81,916.9,934.3,119.9,104.4,145.7,914.3,8.84,18.72,2
106.315,81.331,6.968,3.25,74.81,910.8,924.5,113.9,103.7,147.2,905,8.75,18.81,2
106.092,81.404,6.084,2.86,75.63,903.6,918.8,117.8,106.7,145.3,892.4,8.91,18.66,4
106.3,81.339,6.968,3.28,74.83,912,928,115.4,102.5,146,911.2,8.77,18.79,2
105.944,80.411,6.864,3.16,74.83,919.8396500163706,902.7470721265946,120.5,93.1,145.9,917.5,8.68,18.77,1
105.449,81.027,6.864,3.1865623092503443,74.83,879.5321324383543,935.9,120.5,106.57321920249468,147,917.5,8.85,18.77,1
106.05,81.196,6.968,3.19,74.81,908.6,926.5,114.5,103,145.7,931.2,8.87,18.7,1
106.233,81.223,6.968,3.16,74.8,909,925.2,119.9,106.4,145.6,919.4,8.84,18.72,2
105.505,80.411,6.864,4.08,74.81,908.6,902.3448234,120.5,106.50349562132968,147,933.1,8.8,18.98,1
106.45,81.487,6.968,3.19,74.82,881.5,897.9,117.8,104.9,145.5,932.4,8.85,18.72,2
106.115,81.935,11.128,2.93,75.64,900.3,917.1,110.6,103.5,146.8,889.7,8.84,18.72,4
106.04,82.072,11.128,2.87,75.65,901.4,916.2,122.9,105.7,145.4,909.4,8.97,18.6,4
106.46427292821626,80.411,6.864,3.1899140863701323,74.82,908.6,918.2,120.5,106.48645096823525,148.1,882.3,8.76,18.77,1
105.767,80.882,6.968,3.29,74.82,897.4,913.4,113.9,102.1,147,915.8,8.82,18.75,2
104.7,78.872,6.292,3.4,74.86,890.4,912.1,121.1,105.8,146,813.4,8.45,19.12,3
106.168,81.463,6.084,2.91,75.65,902.7,918.4,120.8,104.7,146.9,895.2,8.93,18.63,4
106.375,81.401,6.968,3.31,74.81,918.6,938,114.8,101.1,146.8,902.1,8.84,18.72,2
105.535,80.829,6.292,4.34,75.72,898.9,925.2,101.6,86.4,146.2,825.6,8.56,19.01,3
124.391,80.844,6.968,3.17,74.81,916.7,933,124.7,110,146.1,914.9,8.88,18.69,2
106.309,81.327,6.968,3.27,74.82,911.4,928,119.6,103.7,145.6,907.9,8.76,18.81,2
106.4761843026486,80.617,7.124,3.16,74.83,886.9,904,116.9,104.3,145.6,922.3,8.82,18.73,1
105.794,81.13,6.292,3.31,75.71,890.7,913.4,119.6,108.9,145.3,890.2,8.77,18.79,3
106.275,81.465,6.864,3.24,74.81,914,933.4,115.4,103.3,146.3,915.1,8.79,18.78,2
106.323,81.437,6.968,3.179555413619443,74.81,901.6,938.2,127.3,106.7,145.6,917.5,8.76,18.89,1
105.598,80.983,6.292,3.91,75.73,901.1,925.6,105.5,93.1,146.4,824.3,8.53,19.04,3
106.185,81.423,6.084,2.89,75.62,905.3,921.7,121.1,107.5,147.1,892.6,8.85,18.72,4
105.753,81.184,6.188,3.57,75.73,893.7,913.6,115.4,102.5,146.1,846.3,8.64,18.93,3
105.931,81.264,6.188,3.34,75.72,894.1,913.6,114.8,105.4,147.1,887.4,8.78,18.79,3
106.122,82.049,11.128,2.92,75.61,899.8,916.2,113.3,104.8,145.3,890.3,8.91,18.66,4
106.072,81.376,6.084,2.88,75.64,905.3,919.7,120.8,107.9,146.1,899.6,8.96,18.61,4
106.183,82.006,11.076,2.89,75.64,902,920.3,113.6,105.2,145.3,907,8.97,18.6,4
106.27295630124225,80.617,6.864,3.2,74.83,908.6,918.2,116.9,106.48202787270958,146,920.2,8.85,18.73,1
105.987,81.123,6.968,3.14,74.8,909.9,925.2,119,105.4,145.2,928.2,8.89,18.68,2
105.944,81.402,7.228,3.16,74.83,908.6,938.2,120.5,104.9,145.9,917.5,8.85,18.89,1
106.147,81.441,6.084,2.85,75.64,905.5,923,117.5,108.3,145.7,912.6,9.03,18.54,4
106.117,82.044,11.128,2.93,75.64,900.9,918.2,118.7,104.3,146,887,8.85,18.72,4
105.966,81.309,6.292,3.31,75.76,894.6,913.6,122.9,106.9,145.8,894.7,8.78,18.79,3
106.277,81.339,6.968,3.17,74.81,908.4,924.1,113.6,105.5,146.4,921.4,8.84,18.73,1
106.269,81.454,6.968,3.24,74.8,908.6,925.1,114.8,105.5,145.5,916.8,8.81,18.75,2
105.449,81.437,6.968,3.16,74.83,908.6,918.2,120.5,107.3,147.6,937.7,8.76,18.89,1
106.44663439064908,81.027,6.864,3.22,74.83,908.6,918.2,118.4,106.39342860362812,145.9,933.1,8.68,18.8,1
105.626,80.978,6.188,3.71,75.71,892.6,910.3,116.6,96.8,147.4,829.9,8.6,18.97,3
106.27380162242537,81.027,6.968,3.82,74.82,879.3634548290732,895.3,127.3,88.9,146,933.1,8.85,18.73,1
106.038,81.976,11.128,2.9,75.62,900.9,918,119,105.3,146.6,890.9,8.88,18.69,4
106.086,82.004,11.18,2.96,75.63,900.5,916.2,121.7,104.2,145.4,889.2,8.86,18.71,4
90.34,81.094,7.851999999999999,3.08,74.81,917.5,937,130.3,111.8,145.2,943,8.98,18.59,2
106.128,81.233,6.864,3.17,74.82,909.9,926.3,119.9,106.6,145.1,913.3,8.87,18.7,2
106.252,81.238,6.968,3.2,74.81,919,935.9,113.9,104.8,146.2,920.8,8.82,18.75,2
106.301,81.351,6.968,3.22,74.82,912.9,929.7,115.7,104.4,146.3,908.8,8.81,18.76,2
105.886,81.2,6.292,3.34,75.74,895.3,913.8,118.7,105.1,145.8,892.9,8.76,18.8,3
105.944,80.411,7.124,3.1821867769941274,74.82,908.6,918.2,120.5,93.1,147.6,937.7,8.68,18.8,1
106.045,82.069,11.128,2.96,75.65,900.7,917.1,113.9,102.8,145.4,896.3,8.9,18.67,4
106.236,81.329,6.968,3.19,74.82,909.7,927.5,114.8,105.7,146.7,913.3,8.8,18.76,2
106.33,81.386,6.968,3.29,74.82,918.6,938.9,114.2,102.2,145.2,899.2,8.82,18.75,2
106.137,82.024,11.128,2.85,75.61,900.9,920.6,117.5,107.4,145.1,924.1,8.98,18.59,3
151.015,82.064,10.868,2.78,75.64,904.9,920.8,122.3,109.6,146.8,927.6,9.01,18.56,4
105.944,80.411,6.864,4.08,74.81,919.3508018893214,938.2,118.4,106.4787354579288,147,874.6,8.85,18.75,1
105.926,81.334,6.188,3.31,75.72,895.3,913.6,115.7,105.7,146.6,888.2,8.71,18.85,3
106.237,81.437,7.124,3.82,74.82,903.1,935.9,118.4,107.8,146.1,874.6,8.83,18.98,1
105.937,81.259,6.292,3.31,75.72,891.5,913.8,119.6,106.8,145.9,886.1,8.76,18.81,3
105.597,80.915,6.292,3.85,75.75,900.3,925.8,112.1,95.5,146.5,825.7,8.55,19.02,3
105.782,80.865,7.124,3.27,74.82,897.2,914,119.6,103.4,146.4,905.3,8.81,18.76,2
106.308,81.414,6.968,3.18,74.79,909.4,925.6,118.4,105.1,146,929.5,8.81,18.75,1
105.52,80.909,6.292,3.99,75.77,898.9,923.2,104.9,92.5,145.7,815.7,8.48,19.09,3
106.09,81.477,6.084,2.87,75.62,907.3,922.3,116.3,105.9,145.5,901.3,8.94,18.62,4
105.944,81.162,6.968,3.184590439911438,74.83,908.6,902.4401333713596,107.3,104.9,145.6,926.5,8.82,18.89,1
106.199,81.281,7.124,3.19,74.82,908.6,925.6,118.1,105.9,146,915.7,8.82,18.75,2
106.258,81.341,6.968,3.22,74.81,913.6,928.6,115.1,106.5,146.3,912.5,8.84,18.72,2
105.895,81.181,6.188,3.31,75.75,893.9,915.3,122.6,107.3,146.3,890.9,8.74,18.83,3
106.224,81.338,6.968,3.17,74.8,912.3,926.9,115.7,106.4,146.1,915.2,8.86,18.71,2
106.11,81.314,6.968,3.25,74.81,907.5,925.8,114.2,103.2,145.8,905.1,8.79,18.77,2
106.055,81.974,10.868,2.93,75.62,901.1,917.9,115.4,104.3,145.6,887.4,8.87,18.7,4
105.957,81.265,6.188,3.34,75.73,889.8,912.1,118.1,104.5,146.7,880.3,8.73,18.83,3
139.166,82.066,11.128,2.91,75.67,901.4,917.9,121.1,105.4,146.1,890.8,8.87,18.7,4
106.154,82.037,11.128,2.95,75.62,902,919.5,113.9,104.4,146.1,889.3,8.88,18.69,4
106.26,81.254,6.864,3.26,74.81,913.8,930.6,116.6,103.5,146.5,911.9,8.81,18.76,2
106.345,81.385,6.968,3.18,74.83,884.8,900.7,123.8,108.3,147.6,913.3,8.81,18.76,2
121.383,81.155,7.851999999999999,3.17,74.83,917.9,936.5,121.4,106.9,145.9,915.6,8.88,18.69,2
106.049,82.015,10.868,2.89,75.68,901.6,916.7,113.9,106.1,145.8,898.2,8.93,18.64,4
106.054,81.415,6.188,2.87,75.61,903.6,919.9,116.6,107.3,145.7,913.2,8.97,18.6,4
105.696,81.003,6.292,3.32,75.73,892.8,912.7,122,112.7,148.6,891.8,8.77,18.79,3
106.13,81.493,6.188,2.86,75.65,906,921.2,114.5,105.7,145.1,904.8,8.98,18.59,4
106.47583242326913,81.402,6.864,3.184192709050086,74.82,885.4228609870777,919.9,120.5,107.8,148.1,874.6,8.84,18.73,1
106.089,82.079,11.18,3.01,75.63,900,916.6,114.5,101.1,148.1,873.6,8.79,18.77,4
106.252,81.293,6.968,3.18,74.8,912,927.6,116.3,106.4,145.4,912.7,8.85,18.71,2
106.238,81.393,6.968,3.25,74.82,910.1,928,111.5,103.5,147.2,905.2,8.78,18.78,2
106.191,81.22,6.864,3.2,74.83,910.8,925.2,120.2,105.5,145.7,919,8.83,18.74,1
106.127,82.122,11.128,2.99,75.64,900.7,916.2,113.6,103.5,145.8,872.4,8.78,18.79,4
104.453,78.409,6.292,3.71,74.88,902.4,918.2,110,96.6,147.2,780.5,8.33,19.23,3
106.282,81.385,6.864,3.2,74.83,913.4,930,119,104.7,145.8,917.7,8.81,18.76,2
106.27304265034051,80.411,6.864,4.08,74.82,885.0213666931486,896.8,113.9,104.3,147,933.1,8.83,18.76,1
105.768,81.043,6.292,3.68,75.75,893.3,915.1,115.7,100.2,146.3,829.4,8.57,19,3
110.874,81.231,7.851999999999999,3.1,74.81,920.3,938.2,123.5,112.1,145.6,923.1,8.91,18.66,2
106.337,81.258,6.968,3.2,74.81,912.5,928.9,116.6,105.5,146.3,913.4,8.84,18.72,2
106.108,81.462,6.084,2.85,75.64,904,921.5,114.2,105.8,146.2,915.5,8.95,18.62,4
105.746,81.104,6.292,3.34,75.74,890.2,912.3,118.1,108.1,146.8,892.4,8.75,18.82,3
106.323,80.617,6.864,3.198243094370966,74.83,919.9743942,918.2,127.3,106.2,146.7,937.7,8.8,18.72,1
105.815,80.944,6.968,3.18,74.82,901.8,915.1,111.2,103.5,145.8,918.2,8.85,18.71,2
106.185,81.368,6.968,3.2,74.82,912.7,925.4,115.4,104.7,147.6,919.5,8.86,18.71,2
114.452,81.991,10.972,2.87,75.64,901.1,917.7,113.6,106,146.6,892.6,8.94,18.62,4
106.27405045216028,80.617,6.864,3.82,74.82,886.9,895.3,120.5,104.9,145.8,926.5,8.76,18.71,1
105.878,81.238,6.292,3.34,75.74,895.9,913.6,111.2,101.9,147.2,879.6,8.74,18.82,3
105.963,81.193,6.968,3.17,74.8,908.8,923.4,116.3,106.9,147.7,925.7,8.86,18.71,1
106.169,81.227,6.968,3.18,74.81,910.7,927.1,114.5,106,146.8,927.7,8.83,18.74,1
106.105,82.138,11.128,2.92,75.67,904,919.3,114.2,106,145.3,899.8,8.88,18.69,3
106.156,81.313,6.968,3.24,74.81,913.2,927.5,115.4,102.9,145.7,914.2,8.78,18.78,2
106.355,81.381,6.968,3.28,74.83,919.5,938.3,112.7,102.4,145.9,901.7,8.73,18.84,2
105.902,81.162,6.864,3.2,74.81,919.6976306273114,919.9,107.3,93.1,145.6,926.5,8.81,18.72,1
106.136,82.04,10.972,2.9,75.61,900.7,916.7,114.5,105.8,145.7,908.5,8.87,18.7,3
106.244,81.408,6.968,3.22,74.8,910.7,928,118.4,105.8,148.6,915.4,8.79,18.78,2
106.27458704720192,80.411,6.864,4.08,74.83,885.2848992,903.1863988,104.6,106.7,147.6,922.3,8.68,18.89,1
105.797,80.802,6.864,3.2,74.8,917.3,936.5,117.8,107.8,145.5,921.8,8.86,18.71,2
106.074,81.469,6.084,2.89,75.64,905.3,920.1,116.9,105.5,145.2,907.9,8.92,18.64,4
106.242,81.349,6.968,3.18,74.83,887,903.5,115.4,103.3,146.6,925.1,8.88,18.69,2
105.505,81.471,7.228,3.190686026280491,74.82,879.4793766369471,926.3,113.9,104.3,147,933.1,8.84,18.89,1
106.534,81.384,6.968,3.2,74.81,880,896.3,113.6,104.9,146.6,912,8.79,18.78,2
106.465,81.38,6.968,3.19,74.8,881.9,897,119.3,104.7,146.3,926.3,8.82,18.75,2
106.293,81.295,6.968,3.2,74.84,912.1,925.4,121.7,106.9,146.2,912.4,8.85,18.72,2
106.079,82.099,10.868,2.88,75.65,902.2,919.9,118.1,105.7,146.1,887.6,8.91,18.66,4
106.131,81.448,6.084,2.88,75.62,905.3,919.9,122.3,105.7,146.2,920.2,9,18.57,4
133.78,82.066,10.972,2.89,75.61,900.5,916.6,118.1,106.1,145.1,887.5,8.83,18.73,4
106.147,81.209,6.968,3.2,74.83,910.3,926,115.4,105.8,147.1,913.9,8.81,18.76,2
105.95,81.286,6.188,3.28,75.73,890,909.9,119.3,105.3,146,890.4,8.79,18.77,3
106.1,82.096,11.128,2.92,75.63,903.1,920.3,114.2,104.2,145.9,884.1,8.76,18.8,4
105.966,81.262,6.188,3.29,75.72,894.2,916,114.5,106.9,146.7,902.4,8.86,18.7,3
147.789,82.099,11.128,2.94,75.65,900.9,915.6,116,104.4,146.4,887.3,8.86,18.71,4
106.308,81.435,6.968,3.16,74.81,881.5,899.2,119.6,105,147.1,921.9,8.81,18.76,1
105.859,81.155,6.188,3.31,75.74,892.2,913.8,127,106.9,145.8,886.5,8.75,18.82,3
106.297,81.409,6.968,3.17,74.81,884.3,901.1,121.4,106.4,145.8,928.1,8.85,18.71,1
106.002,81.157,6.968,3.17,74.83,908.4,923.8,113.6,105.3,146.6,932.4,8.91,18.66,2
105.863,80.766,6.864,3.4,74.82,916.2,935.6,118.1,104.7,147.1,896.6,8.78,18.78,2
106.075,82.108,11.128,2.87,75.64,900.1,916.9,118.7,108.4,146.5,906.6,8.91,18.66,4
106.096,81.221,6.968,3.17,74.82,912.1,928.4,118.4,105.2,145.3,923,8.85,18.72,2
106.162,81.452,6.084,2.88,75.66,902.7,918,115.1,106.2,147.3,913.4,8.97,18.6,4
85.441,81.177,7.851999999999999,3.1,74.81,919.7,939.4,127.6,109.9,145.5,922.5,8.9,18.67,2
106.138,81.124,7.124,3.19,74.82,922.3,935.9,121.1,109.6,146.7,912.5,8.9,18.67,2
107.379,81.944,10.972,2.86,75.62,901.2,918.2,116.6,106.7,145.9,904.6,8.96,18.6,3
105.878,81.018,6.968,3.13,74.81,921.2,937,118.7,110.9,146,918,8.87,18.7,2
105.999,81.07,7.851999999999999,3.1,74.81,921.2,937,126.7,111.1,146.2,925.3,8.9,18.67,2
106.351,81.357,6.968,3.25,74.81,911.8,927.5,117.2,104.4,147.2,911.8,8.81,18.76,2
105.967,81.344,6.292,3.27,75.72,890.9,910.1,114.5,106.7,145.6,893.1,8.76,18.81,3
106.099,81.397,6.084,2.86,75.61,904.8,920.4,121.1,108.4,147.8,898.5,8.88,18.69,4
106.008,81.25,7.124,3.18,74.82,909.2,925.4,112.7,104.5,146,924.2,8.85,18.72,1
106.07,82.138,11.128,2.91,75.63,900.1,916,111.8,104.5,146,891.3,8.87,18.7,4
106.159,81.394,7.124,3.2,74.8,908.4,925.8,119.9,105.5,145.5,914.9,8.85,18.72,2
105.711,81.099,6.292,3.65,75.73,894.1,917.5,111.2,97.4,146.1,828.8,8.56,19,3
106.323,81.471,6.968,3.190281858647325,74.81,920.2746318,902.6278484923204,116.9,106.50400283646462,145.6,926.5,8.76,18.76,1
105.841,81.094,6.292,3.35,75.74,888.9,913.2,115.4,106.6,146.2,890.4,8.78,18.79,3
106.47049571526136,81.362,7.124,3.184944029038212,74.83,885.2382244080794,902.0833827,113.9,104.9,147,923.9,8.85,18.8,1
105.182,79.975,6.292,6.61,74.89,895.2,915.3,94.5,76.5,146.8,897.9,8.89,18.67,3
106.27471631804038,80.617,6.864,3.16,74.83,903.1,935.9,120.5,104.9,146.1,882.3,8.68,18.73,1
105.938,81.23,6.292,3.28,75.7,890.7,917.3,119,106,145.5,897.4,8.8,18.77,3
106.237,81.027,6.968,3.22,74.81,880.2913458253767,926.3,107.3,107.8,146.7,930.5,8.59,18.8,1
106.212,81.29,6.968,3.2,74.81,910.1,926.3,112.7,103.2,145.5,912.2,8.8,18.77,2
106.223,81.348,6.968,3.22,74.82,909,927.8,115.4,104.1,145.3,921.4,8.86,18.71,2
105.912,81.271,6.292,3.33,75.74,894.6,915.3,122.3,108,146.4,887.6,8.73,18.84,3
106.323,80.617,6.968,3.197318365825224,74.83,908.6,935.9,113.9,107.3,147.6,917.5,8.83,18.77,1
106.058,81.493,6.188,2.92,75.61,904.4,919.5,127.3,106.6,145.2,919.6,8.97,18.59,4
105.902,81.343,6.968,3.82,74.83,879.8904866923222,902.2506268499528,118.4,104.9,145.9,926.5,8.76,18.76,1
105.568,80.854,6.292,4.13,75.74,900.7,923,106.1,90.5,146.6,808.5,8.53,19.04,3
106.23,81.379,6.968,3.29,74.83,912.9,928.4,114.2,100.3,147.6,901,8.77,18.8,2
105.918,81.165,6.188,3.31,75.74,889.6,914.5,118.1,107.1,145.9,888.9,8.76,18.81,3
106.081,82.013,10.972,3,75.63,898.8,915.1,116.6,102.6,147.4,879,8.8,18.77,3
105.991,81.289,6.292,3.3,75.76,889.8,914.4,118.1,106.9,145.7,895.9,8.77,18.8,3
105.449,81.402,6.864,3.16,74.83,885.5570687,919.9,116.9,106.7,145.8,937.7,8.68,18.73,1
106.48662706605106,81.437,6.864,3.16,74.83,908.6,938.2,120.5,107.8,145.6,920.2,8.59,18.72,1
106.132,81.446,6.084,2.92,75.67,904.6,920.6,111.8,104.1,145.8,886.6,8.86,18.71,4
106.27478511665429,81.362,7.228,3.16,74.81,886.9,926.3,107.3,106.2,146,882.3,8.81,18.8,1
105.94,81.194,6.188,3.25,75.76,890,916,118.7,109.2,147.1,903.5,8.83,18.74,3
106.237,81.162,6.864,3.18,74.81,908.6,926.3,113.9,104.9,146,937.7,8.85,18.72,1
106.066,81.207,6.864,3.19,74.8,907.9,923.9,119.6,106.2,145.9,917.3,8.83,18.73,1
105.505,81.343,6.968,3.22,74.82,879.5888493233203,896.8,107.3,106.50958127667064,145.8,920.2,8.82,18.75,1
105.921,81.167,6.188,3.29,75.74,894.1,915.3,118.1,106.5,146.2,903.1,8.79,18.78,3
106.43681251017524,80.617,6.864,3.1909877656057084,74.82,886.9,926.3,113.9,106.7,147,920.2,8.76,18.76,1
105.944,80.411,6.864,3.2,74.82,908.6,896.8,127.3,106.42455004457466,145.6,930.5,8.85,18.98,1
149.97,82.054,10.972,2.87,75.65,903.8,919.7,116.6,106.8,148.3,919.5,9.03,18.53,4
106.109,81.954,11.232,3,75.69,903.8,919.7,114.8,103.1,148.1,875.5,8.79,18.78,4
105.711,80.819,6.916,3.35,74.81,928.7,945,112.4,101.3,147.1,903,8.73,18.84,1
106.154,81.489,6.188,2.86,75.62,905.3,920.1,115.4,105.7,145.2,913.7,8.92,18.65,4
105.914,81.273,6.292,3.3,75.75,891.3,911.4,121.4,107.7,146.1,885,8.75,18.81,3
105.944,81.027,6.864,3.82,74.83,921.1716181047568,904,120.5,88.9,147.6,937.7,8.59,18.75,1
106.27299171502054,81.402,6.864,3.16,74.83,901.6,918.2,120.5,104.9,146,930.5,8.8,18.89,1
106.27261733355306,81.162,7.228,3.180203508744836,74.83,885.0171142199259,918.2,118.4,106.2,147,933.1,8.81,18.77,1
106.306,81.329,6.864,3.25,74.8,915.5,933.7,121.1,102.9,145.6,908.9,8.82,18.75,2
105.505,81.162,6.864,3.22,74.81,920.0866721015268,896.8,118.4,107.8,147,882.3,8.81,18.73,1
106.074,82.078,11.128,2.89,75.65,903.3,920.1,120.5,106.1,145.1,904.8,8.93,18.64,4
106.117,81.519,6.188,2.87,75.63,902.7,919.3,120.2,107.2,145.5,909.6,8.95,18.62,4
106.322,81.45,6.968,3.29,74.84,909,926.7,115.7,104.2,146.7,904.6,8.8,18.77,2
106.237,81.402,6.864,3.2,74.81,879.4671075689242,938.2,116.9,106.57970029067974,145.9,882.3,8.82,18.75,1
106.094,81.342,6.084,2.87,75.65,906.6,922.8,113.6,106.9,146.1,907.1,8.92,18.65,4
105.944,80.411,6.864,3.22,74.82,885.5080781724425,938.2,113.9,104.3,145.8,917.5,8.85,18.73,1
106.097,81.316,6.968,3.22,74.79,913.1,927.8,117.2,105.5,147.6,915.2,8.84,18.72,2
105.505,81.437,6.968,3.2,74.81,908.6,895.3,116.9,104.9,147.6,937.7,8.59,18.76,1
106.021,81.423,6.136,2.87,75.62,904.4,920.3,119.9,106.3,145.4,889.1,8.87,18.69,4
105.766,81.049,6.188,3.4,75.73,892.4,916.7,116.9,105.6,146.6,875.3,8.71,18.86,3
106.033,81.077,7.851999999999999,3.17,74.81,918.2,937.4,118.4,109,145.3,912.1,8.85,18.71,2
105.653,81.033,6.292,3.78,75.72,892.2,919.3,107.6,95.9,147.6,832.2,8.56,19.01,3
106.022,81.109,7.955999999999999,3.12,74.8,921,938.5,121.1,111.8,146.5,922.4,8.91,18.66,2
106.082,81.393,6.084,2.88,75.65,906.2,920.1,120.2,106.5,146,916.5,9.04,18.53,4
106.237,81.476,6.968,3.29,74.8,911.4,927.5,110.9,101.3,146.6,913.3,8.81,18.76,2
106.27586044567995,81.437,7.124,3.186472338464725,74.82,901.6,896.8,120.5,106.2,146.7,937.7,8.85,18.76,1
106.27116126451516,80.411,6.968,3.187625189408011,74.83,908.6,926.3,120.5,106.7,145.6,933.1,8.83,18.73,1
106.374,81.293,6.968,3.3,74.81,916.7,937.4,114.8,102.9,145.7,902.8,8.81,18.76,2
106.237,80.617,6.864,3.22,74.82,901.6,926.3,120.5,106.55026044612632,148.1,923.9,8.82,18.8,1
105.884,81.274,6.188,3.33,75.78,893.9,913.2,111.2,104.1,146.8,896.7,8.8,18.76,3
105.982,81.237,6.968,3.19,74.82,908.8,925.8,116,103.5,146.5,910.6,8.84,18.73,2
106.243,81.431,6.968,3.2,74.83,912.1,929.3,117.8,105.9,146.4,914.3,8.87,18.69,2
105.944,81.162,6.968,3.16,74.82,885.3305872220088,895.3,116.9,106.47420117145266,147,874.6,8.59,18.73,1
106.127,81.477,6.084,2.92,75.64,907.3,920.4,119,105.8,145.2,895.9,8.85,18.72,4
106.009,81.276,6.292,3.24,75.72,890.4,910.5,122.3,109.2,147.3,887.6,8.73,18.83,3
105.505,80.617,7.124,3.1871843937100066,74.83,920.6732838437242,896.8,120.5,106.41311196635516,146.7,917.5,8.85,18.76,1
152.034,82.021,10.972,2.91,75.62,905.1,920.8,119,105.7,149.2,911.1,8.88,18.69,4
106.13,81.941,11.024,2.87,75.61,900.9,918,121.4,106.5,145.1,910.5,8.94,18.62,4
106.46446047161996,81.058,6.864,3.22,74.83,901.6,919.9,127.3,88.9,147,874.6,8.85,18.71,1
106.037,81.485,6.084,2.87,75.66,905.5,921.2,114.8,105.1,146.9,895,8.88,18.68,4
105.98,81.261,6.292,3.32,75.73,897.6,915.1,110.9,104,145.7,892.8,8.79,18.78,3
106.302,81.343,6.968,3.25,74.82,910.5,928.4,116.3,104,147,911.3,8.79,18.78,2
105.998,81.337,6.188,3.24,75.72,889.8,911.4,124.1,109.6,145.3,904.3,8.81,18.76,2
106.133,81.986,11.128,2.99,75.64,903.3,917.3,114.2,102.9,145.6,875.6,8.77,18.8,4
105.454,80.808,6.292,4.78,75.73,891.8,909.4,94.2,83.3,145.8,811,8.49,19.08,3
106.011,81.31,6.188,3.26,75.73,894.8,912.9,120.5,106.4,144.8,900.5,8.77,18.8,3
105.505,81.437,6.968,3.16,74.82,901.6,935.9,120.5,104.9,146.7,917.5,8.84,18.73,1
112.771,81.945,11.128,2.89,75.67,903.3,918.2,119.6,105.8,145.4,904.9,8.97,18.59,4
106.136,82.105,11.128,2.92,75.61,900.7,916.2,115.7,104.7,145.5,918.2,8.97,18.6,4
106.287,81.326,6.968,3.22,74.82,884.1,900.9,119.9,105.5,145.9,915.5,8.8,18.77,2
105.505,80.617,6.864,3.82,74.81,919.7,938.2,104.6,93.1,147.6,882.3,8.68,18.89,1
105.883,81.312,6.188,3.34,75.77,889.3,909.2,117.5,107.3,144.9,890.9,8.77,18.8,3
105.918,81.324,6.292,3.29,75.74,895.2,913.1,115.7,106.7,146.3,895.2,8.81,18.76,3
106.264,81.316,6.968,3.25,74.8,912.3,929.1,112.1,103.2,147.6,911.9,8.85,18.72,2
106.109,82.019,11.128,2.95,75.63,900.9,916,116,103.3,145.2,894.1,8.88,18.69,4
106.22,81.334,6.968,3.2,74.81,909.2,926.7,111.2,102.7,146.5,909,8.81,18.75,2
106.047,81.397,6.084,2.89,75.63,905.9,921.4,117.5,106.5,145,906.1,8.91,18.66,4
